sid	"sid_profile"	"post_id"	"profile_id"	"location_id"	"cts"	"post_type"	"description"	"numbr_likes"	"number_comments"
28371103	-1	"BvFlMO_lW3h"	757974218	708353895	2019-03-17 00:12:57.000	1	"Nothin' the matter with your head\nBaby find it
28371104	-1	"Bu3cZghgqwH"	3321813094	708353895	2019-03-11 12:26:45.000	1	"#✌️ #💋 #instaphoto #instagram #kiss"	118	0
28371105	-1	"BuzZQ3LnQ6n"	2977709735	708353895	2019-03-09 22:42:24.000	1	"#BEAUTIFULGIPSY ❤️👑👑"	28	0
28371106	-1	"Buv-IrKBsV9"	550193411	708353895	2019-03-08 14:47:38.000	1	"Milujem ťa a ďakujem láska 💋 @oliverberko❤️ #loveofmylife #love #inlove #happywoman 🌹🥰"	64	0
28371141	-1	"BdppQCCAsuZ"	350072374	1027395183	2018-01-07 14:55:59.000	1	"Al #argentinisimo a comer milanga con puré 😋"	104	5
28371142	-1	"BjfiJtJFwWv"	14656552	1027395183	2018-06-01 20:49:55.000	1	"Так выглядит счастливый человек
28371145	-1	"Bp6_-AYHT_6"	2898257317	1027395183	2018-11-08 14:58:19.000	1	"🍋 Lemon Pie 🥧¿Lo prefiere de postre o quizás para merendar?"	94	10
28371795	-1	"BwSIZnlnau4"	12510639404	182480935593841	2019-04-15 18:42:54.000	1		9	0
28371116	-1	"BYuAtsGAAXl"	3069443684	1013788900	2017-09-07 02:01:00.000	1	"🍫🍫🍫"	11	0
28371117	-1	"BYs2mjaB8Se"	5358604015	1013788900	2017-09-06 15:13:25.000	1	"darkness\n#tv_simplicity #tv_leadinglines #tv_community #instagood #instaworld #instadaily #visualcollective #abstractart #featuremyshot #ptk_architecture #shotzdelight #vsco #vscocam #instameetsh #china #instachina #shanghailife_ #iphonephoto #iphonephotography #huntgram #shanghaicomune #sneeed #architecture #illGrammers #urbanandstreet #ipp_awards #shotbyiphone #offarchitecture #myfeatureshoot"	23	0
28371118	-1	"BYspG2Cl8cY"	2263030965	1013788900	2017-09-06 13:15:29.000	1	"Now listening: Sulfur - Katatonia. #nowlistening #katatonia #metalmusic #metal #heavymetal #qqmusic"	14	1
28371119	-1	"BYsa0KvFv6I"	2263030965	1013788900	2017-09-06 11:10:36.000	1	"I'm getting confused here :/ #China #Shanghai #nonsense #traffic #trafficsigns #trafficlight"	30	0
28371120	-1	"BYsLesVFbHY"	2052441159	1013788900	2017-09-06 08:56:36.000	1	"Trchomola matsutake with spring chicken soap"	4	0
28371121	-1	"BYsK3PWlqoY"	2052441159	1013788900	2017-09-06 08:51:13.000	1		5	0
28371122	-1	"BYr3YG-gsfR"	522826918	1013788900	2017-09-06 06:00:56.000	1	"一個月的七仔保母🐶🐶 #驚恐七仔 #覺得夠了 #babysitting"	43	2
28371123	-1	"BYrfyYaFEzZ"	2052441159	1013788900	2017-09-06 02:34:48.000	1	"Morning Shanghai"	10	0
28371124	-1	"BYqjX8gBMCC"	244275333	1013788900	2017-09-05 17:46:55.000	1	"Still at it! Started my second year contract in Shanghai a couple of weeks ago. More updates are soon to come! 😊 Special thanks to Katrina for the picture."	112	2
28371125	-1	"BYqZ-5aAvjT"	6080035	1013788900	2017-09-05 16:24:51.000	1	"This little guy was hanging out outside the TV studio. 😻"	24	0
28371126	-1	"BYqYWtkngyW"	803374567	1013788900	2017-09-05 16:10:37.000	1	"淮海中路1028号嘉华坊2楼 리퀴드\n\n#여자친구와\n#함께였으면\n#염소치즈도\n#맛있었을까"	19	11
28371127	-1	"BYp9p6-nBK7"	252638518	1013788900	2017-09-05 12:17:19.000	1	"The red sun setting over SH.  #anothersunsetpicture #shanghailife #shanghaiexpat #zaishanghai #shanghai #smogonthewater #china"	60	2
28371112	-1	"BW4726oluik"	1366873210	239241904	2017-07-23 14:47:26.000	1	"it looks pretty shitty but tastes pretty good🍰"	256	4
28371114	-1	"BY_Us0LBuKk"	37123745	239241904	2017-09-13 19:22:44.000	1	"🇨🇳China 🇨🇳"	111	12
28371115	-1	"BKzsatAjJjq"	17052628	239241904	2016-09-26 07:39:35.000	1	"Помните рассказывала вам про китайца
28371128	-1	"BYpmZ-ljAim"	5741638105	1013788900	2017-09-05 08:54:10.000	1	"Afternoon Tea⭐️ #afternoontea #relax #rest #relaxathome #restathome #sweetafternoon #homemylove #homemysweethome"	9	0
28371129	-1	"BYpKNgZHr4f"	33404502	1013788900	2017-09-05 04:47:47.000	2		13	0
28371130	-1	"BYpHqThHB_n"	289810585	1013788900	2017-09-05 04:25:31.000	1	"过好每一天"	19	1
28371131	-1	"BYo9EWbnl2a"	6080035	1013788900	2017-09-05 02:52:57.000	2	"There is a singer on this concert who has the highest voice I've ever heard in real life. This is a B flat ABOVE high C
28371132	-1	"BYoPTKHjIHf"	5741638105	1013788900	2017-09-04 20:13:01.000	1	"Shhh！She is sleeping 👀 #catlife #catsleep #catsleeping #siamesecat #siamese #siamesekitten #siameselove #ilovemycat #ilovemycatsomuch"	34	2
28371133	-1	"BYn7df0A9YJ"	239501373	1013788900	2017-09-04 17:19:40.000	1	"這裡什麼都很貴，就是大蒜不用錢☺️"	32	3
28371134	-1	"BYn1yd_HiGL"	6080035	1013788900	2017-09-04 16:30:06.000	1	"So this is the stage we are recording on... #famousinchina #butonlyinchina"	13	1
28371135	-1	"BYnkhvGjQUr"	3500224857	1013788900	2017-09-04 13:59:16.000	1	"妖怪。"	17	0
28371136	-1	"BYm8ocCjeqv"	4339323227	1013788900	2017-09-04 08:10:39.000	1	"I need cure"	1	0
28371137	-1	"BYmU5nLgpcR"	480411476	1013788900	2017-09-04 02:23:28.000	1		1	0
28371138	-1	"BYmKEwkB1bk"	177665029	1013788900	2017-09-04 00:48:53.000	1		3	0
28371139	-1	"BYj4GKynKqN"	2894735	1013788900	2017-09-03 03:33:18.000	1	"ma hood"	29	0
28371143	1817101	"BorQsujgG89"	1602360209	601674589	2018-10-08 16:45:16.000	1	"Our team had a wonderful time at Autism Speaks walk the world’s largest fundraising event to support the diverse needs of the autism community. \nIt's always a blessing to be an active part of our Southwest Florida community! \nDental Designs More Than a Smile!\n.\n.\n#dentaldesigns #swfl #autismspeakswalk #dental #mondaymotivation"	35	2
28371146	1817101	"BnQJMYNgaoQ"	1602360209	601674589	2018-09-03 07:28:48.000	1	"Happy labor day Weekend!🇺🇸\n.\n.\n#LaborDayWeekend2018 #LaborDay #DentalDesigns #Florida  #Dentist"	36	2
28371149	1817101	"BoyAoq2g58F"	1602360209	601674589	2018-10-11 07:39:35.000	1	"Delia Maldonado Winner of the Hygiene Drawing. 🎉🎁\nDelia is been rewarded for her commitment on the treatment throughout year! #FortMyers\nCongratulations and thank you!💙\n.\n#oralhealth #dentalcare #trending #hygiene"	32	2
28371153	1817101	"Bp3ioVcgQLY"	1602360209	601674589	2018-11-07 06:45:07.000	2	"Your dental health is such a vital part of your overall health
28371140	-1	"ByDi-QcHojO"	617903218	601674589	2019-05-29 19:50:49.000	2	"Y’all can’t call me brace face nor train track no more🤪"	189	7
28371148	-1	"BkQzZ3lnOCF"	1427768215	1027395183	2018-06-21 00:03:28.000	1	"First real meal in a week with the boyos 🙏"	60	1
28371150	-1	"BgRgCoIgE8i"	329536526	1027395183	2018-03-13 19:27:56.000	1	"Milanesa napolitana
28371151	-1	"BhB4tr8gwit"	1231051445	1027395183	2018-04-01 15:27:04.000	1	"#barcelona"	45	0
28372101	-1	"BvILtIxBPxf"	11701861909	164962624084180	2019-03-18 00:27:59.000	1	"Carrilleras de cerdo 🐖"	5	0
28371154	3585466	"Bx-0X5wC3qI"	13110141824	1027395183	2019-05-27 23:45:07.000	1	"M•I•L•A•N•E•S•A🇦🇷 #foodie #spain #delicious #instafood #meat #meatlover #milanesa #fries #barcelona #foodporn #argentina🇦🇷"	17	0
28371156	-1	"Bx5e0Vwis1w"	212352880	1027395183	2019-05-25 22:00:33.000	1	"CENA : Parrillada Argentina
28371157	-1	"Bx3ThlejUjQ"	7873950110	1027395183	2019-05-25 01:43:24.000	1	"Noche de amigas
28371159	-1	"BxSA3gyngJh"	13289272111	1027395183	2019-05-10 14:08:28.000	1	"If you want to try delicious Argentine 🇦🇷 food we recommend this restaurant with meat
28371152	-1	"BxInL3IFu1t"	2898257317	1027395183	2019-05-06 22:30:53.000	1	"¿Clásico o napolitano?"	74	7
28371161	-1	"Bw7ce_shVcn"	7965819579	1027395183	2019-05-01 19:47:15.000	1		16	4
28371162	-1	"BwwsJWvhse8"	12911742046	1027395183	2019-04-27 15:32:28.000	1	"Classic Milanesa 🇦🇷 🥩 #milanesa #barcelona #food #lunch #fries #happy"	18	0
28371164	-1	"BwfSNoFgZPA"	6015203954	1027395183	2019-04-20 21:18:46.000	1		2	0
28371165	-1	"BwEyhROlmJR"	56107297	1027395183	2019-04-10 14:21:34.000	1	"Milanesa Argentinisimo!!!! OMG🤩🤩!!"	17	1
28371167	572949	"BvrL3WKBaA7"	3149591658	1027395183	2019-03-31 15:42:47.000	1	"“First we eat
28371169	-1	"Bvm6xe4h0Bz"	1620466437	1027395183	2019-03-29 22:56:29.000	1	"#argentina #quilmes #meat #bcn"	10	0
28371170	-1	"BvhMDg6B62M"	7925991	1027395183	2019-03-27 17:32:03.000	1	"Posiblemente el sitio mas Argentino de Barcelona 🍺🍺🥟🥟🥟☕️🍷🍯@argentinisimobcn #ricasempanadas #mate #dulcedeleche #malbec #vinosdelapatagonia #marroc #termos #cabsha @cervezaquilmes #argentina🇦🇷 @clubmate.es"	45	1
28371147	-1	"BvHPvRZn109"	406571667	1027395183	2019-03-17 15:43:59.000	1	"#family#argentinafood#empanadas#milanesasalanapolitana#argentinisimo"	82	4
28371155	1817101	"BrBA4m3gyQh"	1602360209	601674589	2018-12-05 19:33:10.000	1	"Wishing you a day filled with happiness and a year filled with joy. Happy birthday! 🎉🎂\n.\nWith love Dental Designs Team🧡💙\n——\n#birthdaygirl #Dentist #birthday #DentalDesigns"	26	3
28371160	1817101	"BrqXsG3AH1l"	1602360209	601674589	2018-12-21 21:01:18.000	1	"Christmas is here...Woohoo!🎉🎁🎈🎅🏻🙌🏻\n——\n#DentalDesigns #christmas #christmasishere #swflorida"	28	3
28371163	1817101	"Bwm5faqlf_I"	1602360209	601674589	2019-04-23 20:16:40.000	1	"Lina is one of our Naples Hygienists. A beautiful mother of a handsome son. She loves educating patients in their oral health. Lina has been in Dental Designs for more than 4 years now. Not only her skills as a professional have made her an excellent employee but
28371166	1817101	"ByDB4EuAUd-"	1602360209	601674589	2019-05-29 15:20:57.000	2	"Our commitment  is provide the best  Dentistry in Southwest Florida! #qualityoflife \nCheck out our new TV spot for soccer Season.🎬📺\n—-\n#tvspot\n(For Spanish Broadcasting)\nTelemundo Ft. Myers-Naples\n@belifemedia —-\n#DentalDesigns #videoviral #tvspot #telemundo"	11	0
28371168	1817101	"ByAiK7nAEn2"	1602360209	601674589	2019-05-28 15:44:32.000	1	"At #DentalDesigns We have the ability to provide a treatment from start to finish in one facility and the level of technology that we have allows us to provide the best dentistry available!\n—\nAsk us how Medicare can help you with your dental implant needs! \nBook your appointment today! 📞(239) 628.1300\n—\n #dentalimplants #floridadentist #swfldentist"	17	0
28371171	1817101	"Bx95QyYAKDS"	1602360209	601674589	2019-05-27 15:08:36.000	1	"We are forever grateful for the ultimate sacrifice of our fallen heroes.💙❤️\n- Remember and Honor -\n—\n#memorialdayweekend #mondayquotes #DentalDesigns #swfl"	9	0
28371173	1817101	"Bx4ykKwAP6L"	1602360209	601674589	2019-05-25 15:34:59.000	2	"What type of procedures are done at Dental Designs?\n—\n🎬Dr. Padilla\nBook your appointment today! 📞(239).628.1300\n—\n#DentalDesigns #dentalprocedures #florida #familydentist"	16	3
28371175	1817101	"Bx2VhPBAOQw"	1602360209	601674589	2019-05-24 16:43:03.000	2	"Family is important because it provides love
28371179	1817101	"Bxzmu2gAqmj"	1602360209	601674589	2019-05-23 15:14:16.000	1	"To be successful takes hard work and dedication.💪🏻\nAt Dental Designs our priority is to provide the best dentistry available with great outcomes and patient satisfaction!\nThank you Victoria for your lovely words!❤️\n✍🏻Book your Appointment At 239.628.1300\n—\n#hardwork #DentalDesigns #facebookreview #Thursday"	6	0
28371182	1817101	"Bxr1cKelh-P"	1602360209	601674589	2019-05-20 14:54:07.000	2	"Is the quality of the products important for a procedure?\n—\n🎬Dr. Padilla\nBook your appointment today! 📞(239).628.1300\n—\n#DentalDesigns #dentaltechnology #florida #familydentistry"	16	2
28371185	1817101	"BxkEScTgYfU"	1602360209	601674589	2019-05-17 14:24:41.000	1	"Ms. Guillen came with a present for Dr Padilla as a thank-you gift 🤗🧡💙\n—\n#patientcare #loveourpatients #DentalDesigns #flashback"	11	0
28371187	1817101	"BxhoNIsgEMX"	1602360209	601674589	2019-05-16 15:41:13.000	2	"We deliver the best orthodontic care in Southwest Florida in a warm
28371172	-1	"BvZCaRAjhDN"	239823452	1027395183	2019-03-24 13:33:51.000	1	"Un peu de repos
28371174	-1	"BuxDUQrFtzo"	652644576	1027395183	2019-03-09 00:52:09.000	1	"Enorme !"	13	0
28371176	-1	"BuwnP7RHb3i"	2898257317	1027395183	2019-03-08 20:46:53.000	1	"Feliz día de la Mujer !! No estoy aceptando las cosas que no puedo cambiar
28371177	-1	"BuukVN1nbaL"	1638093941	1027395183	2019-03-08 01:42:55.000	1	"Tus 50 debían ser especiales. Un lugar que te acercara a tu Argentina era lo mínimo que podía darte (gracias @argentinisimobcn por el trato)
28371178	-1	"BugyqsXgAbp"	193870110	1027395183	2019-03-02 17:18:48.000	1	"Aprovisnadome para pasar lo que queda del #Invierno.\n#Argentinisimo🇦🇷 #delicastessen #TipicoArgentino #LoMejorEnBCN argentinisimo.es"	21	1
28371180	-1	"Bt6ChUunjM3"	2898257317	1027395183	2019-02-15 16:06:57.000	1	"Pastillas DRF !! En la cartera de la dama o el bolsillo del caballero siempre estuvo presente el cilindro con pastillas DRF en su interior. Créase o no
28371181	-1	"Bty93ToHz3P"	2898257317	1027395183	2019-02-12 22:11:35.000	1	"Galletitas Porteñitas !! Sabor vainilla y caramelo
28371183	-1	"Bty6vx9HsPb"	2898257317	1027395183	2019-02-12 21:44:21.000	1	"Muchas marcas emblemáticas de galletitas  como Merengadas
28371184	-1	"Bty2hSdHjPx"	2898257317	1027395183	2019-02-12 21:07:25.000	1	"Pepas Don Satur !!! En 1967 Don Saturnino fundó una pequeña panadería donde se producían variadas exquisiteces
28371144	-1	"BttOTzvFIHR"	2052446444	1027395183	2019-02-10 16:39:51.000	1	"Creo que tengo reservas para días!Espectacular milanesa @argentinisimobcn. ¿Me la acabe y pedí postre de dulce de leche? #domingofamiliar #comidacasera"	498	15
28371186	-1	"Btn69Q9hNEm"	4373070550	1027395183	2019-02-08 15:14:32.000	1	"Local sense pretensions. Look and feel de tenda de menjar per emportar amb taules. Bones carns
28371195	-1	"BeyBKt9nBnA"	264054679	96914970	2018-02-04 17:30:18.000	1	"Good morning  Bay Area! Highs in the 70’s again today! Here’s the view from #pillarpoint yesterday afternoon. ☀️🌊😍"	903	0
28371196	-1	"BHD-GPZALXb"	302063935	96914970	2016-06-25 05:16:21.000	1	"Nothing #gold can stay. #🌄 #GoldenHour #GoPro #🌾"	284	10
28371197	-1	"BQRa-jdApaO"	1328942688	96914970	2017-02-09 02:21:22.000	1	"apes is 100% the best class ive ever taken"	150	10
28371198	-1	"j5sCHSqVwH"	211497646	96914970	2014-02-02 06:07:18.000	1	"eternal sunshine
28371199	-1	"BrN5kBBFyI5"	1284090803	96914970	2018-12-10 19:39:19.000	1	"Babygirl if ur dealing w/ some shit rn just brush if off and continuing slaying like u always do"	122	11
28371200	-1	"BhhRoPAgFcK"	517855471	96914970	2018-04-13 20:01:14.000	1	"The peak was being pressed pretty hard this morning. It was nice to see those who made the trek rewarded with some springtime Mavericks. it looks like we may get a couple more days out of this swell #maverickssurf #jeffclarksurfboards #insearchofwaves"	544	10
28371201	-1	"BsDuJymHKQR"	6348167	96914970	2018-12-31 17:18:36.000	1	"Living our best lives • • • (mine is with her and hers is with this view 🙄)"	139	2
28371202	-1	"BbxtbnJjd6-"	50617689	96914970	2017-11-22 01:04:18.000	2	"connecticut has my love but california will always have my heart"	215	13
28371203	-1	"BuNgv34HSYW"	287215830	96914970	2019-02-23 05:36:40.000	1	"Когда Маверикс не работает (что оказывается  довольно часто) можно кататься на споте Ross Cave
28371205	-1	"Bx8J5m0gbgc"	297087214	96914970	2019-05-26 22:55:30.000	1	"Another epic youth day trip in the books! Everyone still in one piece! I just want to live life to the fullest. Every. Single. Day. I want to be outdoors. Active. Adventurous. Healthy. Fit. Fun. I want to see the world. But for now
28371188	1817101	"Bxe1v7vAZaS"	1602360209	601674589	2019-05-15 13:41:26.000	1	"Dr. Padilla and our staff strive to provide each patient with the best possible care with great results!💪🏻\n—\n#MoreThanASmile #DentalDesigns #reviews #patientcare"	12	0
28371189	1817101	"Bxcd5yegC-Y"	1602360209	601674589	2019-05-14 15:42:38.000	2	"At Dental Designs our team work hard to make sure you have a comfortable experience
28371190	1817101	"BxacnZYACrN"	1602360209	601674589	2019-05-13 20:44:51.000	1	"To Dr. Padilla a trip almost as much fun as going to the dentist. \nLee Flandreau Actual Patient.📚\nThank you Lee! 🔝\n—\n#patientsatisfaction #DentalDesigns #patientcare #mondaymotivation"	7	0
28371211	-1	"BxVm9FmAwRH"	272778664	96914970	2019-05-11 23:39:00.000	1	"Up on the bluffs"	8	0
14145893	1817101	"BxXSt9ZgBNR"	1602360209	601674589	2019-05-12 15:21:39.000	1	"Beauty and Commitment:These two words enhance the sacrifice of any Mother that has delivered the best performance of any maternal stage on Earth. Let’s welcome kindness and recognition to these warriors that fight every day of their lives to make yours a better one!💙🧡\n—\n#happymothersday2019 #DentalDesigns #mothersday #truelove"	11	0
28371191	1817101	"Bw9cAC2FrqC"	1602360209	601674589	2019-05-02 14:24:07.000	2	"Yesterday at Naples office! #tbt —-\nStudies have shown that people that exercise on workdays are happier
28371158	1817101	"Bw6z_DUglrJ"	1602360209	601674589	2019-05-01 13:53:22.000	1	"Happy families at Dental Designs! #teethinaday 😁\n—\n#newsmile #dentalimplants #dentist #familyfirst"	23	7
28371192	1817101	"Bw4XWz5AKPP"	1602360209	601674589	2019-04-30 15:04:43.000	1	"At Dental Designs we can provide any dental treatment you may need
28371193	1817101	"BwwzsLMAcRd"	1602360209	601674589	2019-04-27 16:39:32.000	2	"What your patients like about your office?\nDr.Padilla: We have the ability to have a treatment done from start to finish in one facility
28371194	1817101	"BwuAuu_AOsD"	1602360209	601674589	2019-04-26 14:45:50.000	2	"Our patients are our top priority as part of our family! 💎#DentalDesigns 👉🏻 More Than A Smile!\nBook your Appointment today!\n📞239.628.1300\n—\n#MoreThanASmile #fridayvibes #floridadentist"	10	0
28371209	-1	"BueF9zLA40a"	591565223	556799621322049	2019-03-01 16:09:43.000	1	"ehek 😅"	175	8
28371212	-1	"BV6_AV_FMZv"	691172742	556799621322049	2017-06-29 13:22:01.000	1	"Raya outings 💯🎉\n📷: @priyakaurkesh"	112	6
28371214	-1	"BrMxeeFgdc4"	232189943	556799621322049	2018-12-10 09:09:24.000	1	"#0412 happy belated birthday ma beb @rebeccawong12 hope u can be prettier
28371217	-1	"BukivQ3gv7o"	32091444	556799621322049	2019-03-04 04:16:35.000	1	"Can i quit work & uni and be a tai tai now 🙊"	233	6
28371219	-1	"Bsk0DgLFgqq"	230383941	556799621322049	2019-01-13 13:45:06.000	1	"-\nBelated birthday celebration for @aaaaaudrey10 💗\nHappy 21st birthday and may your path be wonderful and smooth."	135	7
28371206	-1	"Bx8JSiGBBwD"	1151327874	96914970	2019-05-26 22:50:10.000	1	"A little Sammy date out to Pillar Point to check out the tidepools at low tide. One of our favorite  spots. And we saw a cute little seal! 💙🐚🐳🦀🌊"	10	0
28371207	-1	"Bx70BOhFsaB"	5575223417	96914970	2019-05-26 19:44:18.000	1	"#mavericks"	4	0
28371208	-1	"Bxu-nf2J0B2"	1302367	96914970	2019-05-21 20:06:47.000	1	"This place. #HMB #norcal #mavericks #sacred"	26	3
28371210	-1	"BxkycmsHTK1"	9864946866	96914970	2019-05-17 21:08:02.000	1	"⁣\n“You must live in the present
28371213	-1	"BxQVv4_gAWW"	7941683518	96914970	2019-05-09 22:32:27.000	1	"We saw 3 wild bunnies on our hike today. My nose got a good workout trying to sniff out more
28371215	-1	"BxHE2Y3gG3V"	798577	96914970	2019-05-06 08:11:37.000	1	"Fore!\n#fujifilm #fujifilm_xseries #xe3 #landscapes #landscape #landscapephotography #beach #pillarpoint #golfball #halfmoonbay #california"	38	0
28371216	-1	"BxBre04BNWH"	532213674	96914970	2019-05-04 05:53:45.000	1	"“It is only in adventure that some people succeed in knowing themselves – in finding themselves.”\n–Andre Gide"	19	2
28371218	-1	"Bwtf22BHnyP"	1990122376	96914970	2019-04-26 09:47:21.000	1	"An old photo I took during #Mavericks #surf competition. I remember this was the first year they didn’t allow spectators to watch from this area — safety reasons. We were hiking along the coast and suddenly spotted these two millennials giggling & hiding on this hill. There were lots of mounted patrol and park rangers that day. I remember it being bright and I had a hard time focusing through the viewfinder. But I also felt like I didn’t want to give them away so I needed to snap this photo quickly. It’s moments like this that makes me appreciate #filmphotography even better. #mediumformat"	12	0
28371220	-1	"Bwan9DiJerW"	4722928155	96914970	2019-04-19 01:52:32.000	1	"Springtime feels 🌻"	188	10
28371222	-1	"BwSHhArlgHY"	1171443705	96914970	2019-04-15 18:35:10.000	1		18	0
28371223	-1	"BwQHNVthnnh"	3065288232	96914970	2019-04-14 23:54:00.000	1	"Happy Kit out on the trail🐾🐾🐾\n.\n.\n.\n.\n#irishterrier #irishterriers #irishterriersworld #irishterriersofinstagram #dogs #dogsofinstagram #doggo #terriersofinstagram #terriers #halfmoonbay #hmb #coastside #california #norcal #northerncalifornia #superbloom #wildflowers #coastalwildflowers"	32	6
28371225	-1	"BwQAeiRDSy1"	236296	96914970	2019-04-14 22:55:11.000	1	"Catching The Big Wave  #surf #HalfMoonBay #California #wonderlustcalifornia #waves #nature #ocean #surfing #sports #Nikon #photography #latergram"	62	2
28371226	-1	"BwOKR7xH9fj"	12347584334	96914970	2019-04-14 05:42:22.000	1	"The happy couple"	0	1
28371229	-1	"BwFqaM_FkdY"	1650399390	96914970	2019-04-10 22:29:57.000	1	"#pacificocean🌊  #pacificocean #ocean #bluesky #blueskies #waves #crashingwaves  #coastal  #coastalliving  #coastline #california"	20	2
28371231	-1	"BwAAECnHqcA"	4238893089	96914970	2019-04-08 17:43:43.000	1		0	0
28371221	-1	"BrcSYwuAL8I"	227858522	556799621322049	2018-12-16 09:45:36.000	1	"An evening with blossom punch 🥂🌸 #hightea"	164	10
28371224	-1	"BrG7Jo7B2ZQ"	270215592	556799621322049	2018-12-08 02:38:30.000	1	"More money
28371227	-1	"Bp_u5sJACJF"	251471131	556799621322049	2018-11-10 11:05:23.000	1	"☕️"	151	7
28371228	-1	"BrMRsf_lskY"	397383993	556799621322049	2018-12-10 04:31:42.000	1	"M U C A  L A U N C H\nThank you for having me yesterday\n\n@mucaskin & @nexscapture"	124	14
28371230	-1	"ByCtgwEnrzg"	503931932	556799621322049	2019-05-29 12:02:07.000	1	"🗓 23062018\nLife is too short to say no to dessert
28371232	-1	"ByCqFD-ASgn"	2330278882	556799621322049	2019-05-29 11:32:08.000	1	"Some pampering is nice sometimes..\n#annelovestoeat #foodnanne #foodislife #afternoontea\n#colonialcafemajestichotel"	9	0
28371234	-1	"ByA02DAl8SZ"	9857000790	556799621322049	2019-05-28 18:27:43.000	1	"My love...💗\n#iftarramadhan"	19	0
28371236	-1	"Bx65tHPJH2S"	7985830	556799621322049	2019-05-26 11:14:44.000	1	"Afternoon tea @ hotel majestic"	18	0
28371238	-1	"Bx4nvFYBQUE"	403033890	556799621322049	2019-05-25 13:59:15.000	1	"It so nice to take pics in there.\nWell
28371239	-1	"Bxztf_xlzLh"	9042317760	556799621322049	2019-05-23 16:13:25.000	1		15	0
28371241	-1	"BxxNFFIBTCz"	144052175	556799621322049	2019-05-22 16:51:38.000	1		68	6
28371243	-1	"Bxuc3ExAR81"	3164301290	556799621322049	2019-05-21 15:11:49.000	1	"Majlis iftar bersama panglima tentera laut dan staf2.."	13	1
28371244	-1	"Bxr-ibHps7V"	9732077	556799621322049	2019-05-20 16:08:22.000	1	"spent the long weekend with my favorite ladies #hitea #bff #friendshipgoals #longweekend"	25	0
28371246	-1	"Bxqywwlp_Uf"	173595360	556799621322049	2019-05-20 05:06:13.000	1	"This kid is in town! I love hearing how she is rocking it at work - and in life. #mentorshipgoals"	16	1
28371247	-1	"BxoxH2vA-U3"	272125969	556799621322049	2019-05-19 10:13:25.000	1	"医生说我有低血糖，需要几句甜甜的话。"	66	4
28371248	-1	"BxowCATgJ_7"	1610942321	556799621322049	2019-05-19 10:03:53.000	1	"Sisters💖✌🏻\n.\n.\n.\n.\n.\n.\n.\n\n#potd #tb #teatime"	81	2
26701277	-1	"Bt_rbZsnTdD"	178951106	250722210	2019-02-17 20:40:37.000	1	"Not quite over this yet🤭 but it was so lovely to meet @scotttagtaylor today; thank you for coming down to the pub and for the photos! ☺️"	63	10
28371930	-1	"ByFMOmZgukQ"	1500742493	976004499246853	2019-05-30 11:09:00.000	1	"🥢"	7	0
28371233	-1	"Bv_VR9JjYcM"	3034761908	96914970	2019-04-08 11:29:53.000	1	"Gathered some Splendid iridescent seaweed (Mazzaella splendens) for some springtime FPJ. Snagged a bucket of seawater as well. #knf #californiagrown #regenerativeagriculture #placergrown #microbefarmer #knftw"	12	1
28371235	-1	"Bv-At34FQoF"	1171443705	96914970	2019-04-07 23:10:57.000	1		21	1
28371237	-1	"Bvs0NbChkfa"	1984291890	96914970	2019-04-01 06:54:34.000	1	"See the sea. Rock the rocks.\nFelt the sand beneath my feet and the cold wind burning my face
28371240	-1	"Bvsb1Gol54c"	2362904	96914970	2019-04-01 03:21:32.000	1	"Sunday adventures with @boemaybaird. She led the ride this time!"	65	8
28371242	-1	"BvsIhAuhX1A"	7638873417	96914970	2019-04-01 00:32:46.000	1	"Hank got some off leash time today.  Swimming
28371245	-1	"BvpPjlEg9_T"	2140995695	96914970	2019-03-30 20:36:34.000	1	"Not a bad view for a late morning run :)"	34	1
28371263	3230740	"BgKdAagDJvp"	205039053	235126381	2018-03-11 01:46:43.000	1	"What an experience!!!! Cheers guys @ajhackettbungynz @aklclimbandbungy 🙏🏾 Cannot wait to share more photos and videos 😬😬"	661	39
28371266	-1	"BbsnKF-Diuk"	22634779	235126381	2017-11-20 01:32:38.000	1		371	24
28371267	-1	"BYWY4_bDqgY"	20601829	235126381	2017-08-28 21:50:30.000	1	"no fear
28371271	-1	"BgUylMejvd4"	264568006	235126381	2018-03-15 02:07:39.000	1	"Insuperable en todos los sentidos 🇳🇿"	424	10
28371273	-1	"BgpcOTBBqhB"	339075343	235126381	2018-03-23 02:36:20.000	1	"@norahgafa woke me up at 6:30 this morning with McDonalds and Music telling me that she loves me so much she’s gonna throw me off a bridge."	296	25
28371275	-1	"Bjs48dIH2q6"	7166058	235126381	2018-06-07 01:36:01.000	2	"Crazy!!"	17	6
28371277	-1	"BjszEfmHj_D"	7166058	235126381	2018-06-07 00:27:53.000	1	"Dam Kids...think this is fun!!"	25	4
28371279	-1	"BjqZ5ADjEi9"	1504728220	235126381	2018-06-06 02:09:23.000	1	"Uma sensação inexplicável!!! 🤸🏻‍♀️🔙 🇳🇿 ✌🏻\n.\n.\n.\n@aucklandbridgeclimbandbungy @travelnewzealand @nztravelofficial @lifeofnewzealand @esportesradicais @ajhackettbungynz @visitauckland @purenewzealand #newzealand #bungyjump #esportesradicais #amazing #vacation #nz #tbt #querovoltar #sorrisodedesespero"	184	12
